,ally_baron_kills,ally_dragon_kills,ally_inhibitor_kills,ally_kills,ally_rift_kills,ally_tower_kills,enemy_baron_kills,enemy_dragon_kills,enemy_inhibitor_kills,enemy_kills,enemy_rift_kills,enemy_tower_kills,rank,score_diff,BRONZE,CHALLENGER,DIAMOND,GOLD,GRANDMASTER,IRON,MASTER,PLATINUM,SILVER
14186,0,0,0,23,2,3,1,4,2,40,0,9,DIAMOND,-4.91238206288272,0,0,1,0,0,0,0,0,0
22932,1,1,1,38,1,9,1,3,0,33,1,5,PLATINUM,2.889592271487075,0,0,0,0,0,0,0,1,0
30863,1,3,1,35,1,9,1,4,3,56,0,9,GOLD,-4.620446746132238,0,0,0,1,0,0,0,0,0
19009,0,1,0,9,0,0,0,2,1,35,1,8,IRON,-20.36888683851653,0,0,0,0,0,1,0,0,0
34460,0,1,0,11,0,1,1,2,2,33,1,10,IRON,-16.102331326367356,0,0,0,0,0,1,0,0,0
35479,0,2,0,21,2,2,0,2,1,27,0,5,GOLD,-3.0683631931697875,0,0,0,1,0,0,0,0,0
3550,1,4,1,42,0,8,0,1,0,24,2,1,PLATINUM,11.687388571504492,0,0,0,0,0,0,0,1,0
5123,2,3,2,36,1,11,0,2,0,47,0,3,GRANDMASTER,-5.808361416499288,0,0,0,0,1,0,0,0,0
2220,2,4,2,51,2,10,0,1,0,43,0,8,GOLD,6.965208267704114,0,0,0,1,0,0,0,0,0
18963,1,3,1,38,1,8,0,1,0,26,1,3,DIAMOND,5.963113368708712,0,0,1,0,0,0,0,0,0
15236,0,3,3,51,0,11,0,0,0,29,2,3,GOLD,7.527572335627596,0,0,0,1,0,0,0,0,0
18499,0,1,0,10,0,4,1,2,1,28,2,9,DIAMOND,-13.950287333822082,0,0,1,0,0,0,0,0,0
19533,0,0,0,59,0,1,0,0,1,85,0,4,IRON,-5.243427478831364,0,0,0,0,0,1,0,0,0
18956,1,3,2,54,1,9,0,2,1,40,1,8,SILVER,6.62585821133699,0,0,0,0,0,0,0,0,1
26232,2,4,4,42,1,11,0,0,0,27,1,4,PLATINUM,6.474376573337082,0,0,0,0,0,0,0,1,0
21911,1,4,3,34,2,11,0,0,0,16,0,0,DIAMOND,9.700655062482078,0,0,1,0,0,0,0,0,0
16477,1,4,2,49,1,8,2,2,4,44,0,10,SILVER,2.466568044656924,0,0,0,0,0,0,0,0,1
26435,1,1,3,29,1,11,0,2,0,15,1,2,PLATINUM,5.2036335226953625,0,0,0,0,0,0,0,1,0
22215,0,1,0,24,0,2,0,4,1,29,2,6,BRONZE,-6.404656424358301,1,0,0,0,0,0,0,0,0
322,1,4,2,24,1,10,0,0,1,10,0,5,SILVER,10.19088359394437,0,0,0,0,0,0,0,0,1
34617,0,1,0,16,1,2,0,2,3,37,1,10,IRON,-11.409403540021245,0,0,0,0,0,1,0,0,0
26101,1,3,0,53,2,6,1,3,3,53,0,7,DIAMOND,-1.0616584834338385,0,0,1,0,0,0,0,0,0
25207,1,4,2,38,1,9,0,0,0,16,0,1,GOLD,9.305351211848546,0,0,0,1,0,0,0,0,0
25273,1,3,3,41,1,11,0,1,0,39,1,3,DIAMOND,-2.8135162146170742,0,0,1,0,0,0,0,0,0
20105,3,5,4,71,2,9,2,3,1,67,0,7,GOLD,-1.96440769489346,0,0,0,1,0,0,0,0,0
27685,0,2,3,41,1,9,1,2,0,31,0,2,BRONZE,0.3772583908551183,1,0,0,0,0,0,0,0,0
19277,1,2,1,38,1,9,0,1,0,13,1,2,MASTER,13.491688872900042,0,0,0,0,0,0,1,0,0
9849,2,2,2,37,2,9,0,2,0,26,0,3,GOLD,6.161577922613319,0,0,0,1,0,0,0,0,0
28243,0,4,1,38,1,10,0,1,0,38,1,4,IRON,-2.247005360892423,0,0,0,0,0,1,0,0,0
32244,1,3,4,48,2,11,0,1,0,27,0,0,SILVER,6.0132185745880165,0,0,0,0,0,0,0,0,1
4374,0,1,0,21,1,2,1,2,3,41,0,11,IRON,-14.743805263403768,0,0,0,0,0,1,0,0,0
8561,0,4,4,39,2,11,2,1,0,43,0,5,BRONZE,-6.512517526069644,1,0,0,0,0,0,0,0,0
33829,0,1,0,44,1,6,0,1,0,22,1,2,SILVER,8.637670184970904,0,0,0,0,0,0,0,0,1
12313,0,1,0,24,0,3,1,2,1,28,2,7,MASTER,-2.163702046449494,0,0,0,0,0,0,1,0,0
13802,0,3,1,36,2,8,0,0,0,12,0,0,GOLD,13.711325329799742,0,0,0,1,0,0,0,0,0
27212,0,1,0,22,0,1,1,2,3,39,2,11,GOLD,-13.851434817359696,0,0,0,1,0,0,0,0,0
4444,1,1,2,47,1,8,1,4,2,34,1,10,DIAMOND,3.180687105770126,0,0,1,0,0,0,0,0,0
17319,1,1,1,33,1,9,0,2,0,16,1,3,CHALLENGER,8.025182270125761,0,1,0,0,0,0,0,0,0
17117,1,2,2,40,1,10,0,2,0,27,1,3,BRONZE,7.397249809616156,1,0,0,0,0,0,0,0,0
10034,2,4,4,54,1,11,1,1,1,44,1,6,DIAMOND,3.02995640452356,0,0,1,0,0,0,0,0,0
35206,1,2,2,39,0,9,0,1,0,32,1,3,DIAMOND,7.759103661402335,0,0,1,0,0,0,0,0,0
24082,0,2,0,21,1,2,1,1,2,30,1,9,SILVER,-4.814588251146233,0,0,0,0,0,0,0,0,1
29464,0,2,2,26,0,8,1,3,0,42,2,5,SILVER,-11.301637061979465,0,0,0,0,0,0,0,0,1
373,0,0,0,27,0,2,2,4,4,41,2,11,MASTER,-6.040473564500232,0,0,0,0,0,0,1,0,0
30792,2,2,1,55,1,11,0,4,3,61,1,11,SILVER,-2.8523175362742705,0,0,0,0,0,0,0,0,1
10690,0,0,0,30,2,5,1,5,0,33,0,8,SILVER,1.945333801371696,0,0,0,0,0,0,0,0,1
12086,0,3,1,47,1,8,1,3,2,43,1,9,BRONZE,1.1581270035416011,1,0,0,0,0,0,0,0,0
33350,1,2,2,30,2,10,0,3,0,31,0,3,BRONZE,-1.4439257313221248,1,0,0,0,0,0,0,0,0
30175,0,0,1,85,0,2,0,0,2,80,0,4,BRONZE,0.2967175770588284,1,0,0,0,0,0,0,0,0
19984,1,2,3,32,2,11,2,3,2,37,0,8,MASTER,-3.7906502879553656,0,0,0,0,0,0,1,0,0
16316,0,0,0,31,0,1,2,4,4,29,2,11,IRON,6.394373979328094,0,0,0,0,0,1,0,0,0
34191,0,5,1,55,0,8,2,0,2,25,2,9,DIAMOND,13.006035361490795,0,0,1,0,0,0,0,0,0
11869,2,6,5,65,1,11,1,1,0,35,0,7,PLATINUM,9.238667404246344,0,0,0,0,0,0,0,1,0
22071,1,4,1,37,0,8,1,3,0,39,1,5,SILVER,1.981053491122239,0,0,0,0,0,0,0,0,1
33646,0,0,0,22,1,3,1,4,1,43,1,9,DIAMOND,-9.642706759678248,0,0,1,0,0,0,0,0,0
2075,0,1,0,15,0,2,0,3,1,41,2,8,PLATINUM,-11.986832316528918,0,0,0,0,0,0,0,1,0
11821,0,0,0,8,0,3,1,3,2,36,1,10,DIAMOND,-17.692927524037632,0,0,1,0,0,0,0,0,0
23899,0,1,1,42,1,9,0,2,0,26,0,5,PLATINUM,5.879139792040192,0,0,0,0,0,0,0,1,0
5970,1,2,2,48,2,10,1,3,0,38,0,7,DIAMOND,2.076055075766454,0,0,1,0,0,0,0,0,0
18114,0,3,1,38,1,9,0,0,0,19,1,1,SILVER,9.47299403339587,0,0,0,0,0,0,0,0,1
5963,1,3,1,46,2,8,0,0,0,24,0,4,DIAMOND,12.053451307785592,0,0,1,0,0,0,0,0,0
17202,1,4,2,33,1,10,0,0,0,13,1,4,GOLD,12.77277485789606,0,0,0,1,0,0,0,0,0
26882,0,1,0,38,0,3,2,4,4,43,2,11,IRON,-1.6243553686457377,0,0,0,0,0,1,0,0,0
32924,0,3,2,36,0,9,0,0,0,8,2,1,GOLD,19.81381393782908,0,0,0,1,0,0,0,0,0
23006,1,4,1,46,0,9,0,2,0,44,2,7,PLATINUM,3.597266530805044,0,0,0,0,0,0,0,1,0
3533,0,0,0,26,1,3,1,3,1,46,1,8,DIAMOND,-10.556320245794588,0,0,1,0,0,0,0,0,0
3837,0,0,0,26,1,4,1,3,2,35,1,10,CHALLENGER,-2.397398295827273,0,1,0,0,0,0,0,0,0
27768,0,1,0,23,0,3,1,4,1,36,2,9,PLATINUM,-3.6908545114702704,0,0,0,0,0,0,0,1,0
14454,1,2,1,36,1,7,0,3,1,31,1,7,BRONZE,3.617754458073435,1,0,0,0,0,0,0,0,0
26291,0,3,2,47,2,10,0,0,0,10,0,2,IRON,21.43860546460117,0,0,0,0,0,1,0,0,0
10802,0,0,0,20,0,3,2,4,1,34,1,9,PLATINUM,-5.551674881298474,0,0,0,0,0,0,0,1,0
34420,0,2,0,31,1,6,1,1,2,51,0,10,SILVER,-5.106435012952915,0,0,0,0,0,0,0,0,1
17386,2,3,1,48,1,9,0,2,0,40,0,5,PLATINUM,2.474870567626525,0,0,0,0,0,0,0,1,0
115,0,1,0,26,1,2,0,2,1,36,1,7,IRON,-7.253299227955757,0,0,0,0,0,1,0,0,0
21719,0,3,2,46,1,10,2,3,2,43,1,9,PLATINUM,1.1731480072200142,0,0,0,0,0,0,0,1,0
21150,0,0,0,34,1,4,1,5,2,36,1,11,IRON,0.2205877428338425,0,0,0,0,0,1,0,0,0
29743,2,4,4,48,0,11,0,0,0,35,2,2,GOLD,6.3661094611439495,0,0,0,1,0,0,0,0,0
11562,0,2,0,12,0,4,2,3,2,20,2,7,GOLD,-0.0655411368403093,0,0,0,1,0,0,0,0,0
22460,1,3,1,47,2,8,0,2,0,35,0,3,BRONZE,5.465978572944913,1,0,0,0,0,0,0,0,0
29874,1,4,1,58,0,7,2,3,3,50,1,10,SILVER,1.3940551628625002,0,0,0,0,0,0,0,0,1
9315,1,1,0,30,0,2,0,3,2,47,2,10,SILVER,-4.687594983808019,0,0,0,0,0,0,0,0,1
18461,1,4,2,53,0,7,0,2,0,33,0,6,PLATINUM,5.5428695099031415,0,0,0,0,0,0,0,1,0
24899,0,0,2,71,0,4,0,0,1,77,0,2,GOLD,-1.0667900043758325,0,0,0,1,0,0,0,0,0
54,2,6,1,51,0,6,0,0,0,56,1,6,PLATINUM,-1.3180307627369174,0,0,0,0,0,0,0,1,0
24681,0,2,0,27,1,3,0,1,0,27,0,2,SILVER,4.784333148035046,0,0,0,0,0,0,0,0,1
8421,0,2,0,10,0,2,1,2,3,29,2,11,SILVER,-10.499001159313352,0,0,0,0,0,0,0,0,1
36119,1,3,0,48,0,6,1,4,4,44,1,11,SILVER,4.093491386876735,0,0,0,0,0,0,0,0,1
27170,0,2,2,53,0,9,1,2,0,38,1,3,SILVER,1.5016129091844022,0,0,0,0,0,0,0,0,1
1554,0,0,0,37,0,3,1,4,4,63,2,11,SILVER,-8.574519825484266,0,0,0,0,0,0,0,0,1
32595,1,1,1,30,1,7,0,2,0,23,0,3,BRONZE,7.7924960916827,1,0,0,0,0,0,0,0,0
35266,0,3,2,51,0,10,2,2,2,37,1,10,GOLD,9.462111435699171,0,0,0,1,0,0,0,0,0
22702,2,2,2,37,1,9,0,3,0,39,1,5,GOLD,-0.7762649701710345,0,0,0,1,0,0,0,0,0
23700,0,2,1,47,0,7,1,4,2,50,1,10,BRONZE,-5.046034767977673,1,0,0,0,0,0,0,0,0
10188,0,0,0,19,0,4,1,4,2,35,2,10,DIAMOND,-9.149411238647502,0,0,1,0,0,0,0,0,0
22828,1,2,0,30,2,5,0,1,0,15,0,2,CHALLENGER,8.131199496423868,0,1,0,0,0,0,0,0,0
88,0,4,3,41,2,11,0,0,0,28,0,3,BRONZE,7.829286294688245,1,0,0,0,0,0,0,0,0
13302,1,1,0,34,1,3,0,3,2,45,1,11,SILVER,-0.2438823336107276,0,0,0,0,0,0,0,0,1
8870,1,2,1,33,2,8,0,1,0,16,0,4,GOLD,8.220444714937102,0,0,0,1,0,0,0,0,0
27558,2,3,2,41,0,10,1,3,2,45,1,7,BRONZE,2.9541260872047275,1,0,0,0,0,0,0,0,0
11940,0,1,0,29,2,2,1,4,3,40,0,11,CHALLENGER,-1.8567567104306733,0,1,0,0,0,0,0,0,0
3070,1,3,0,30,2,4,0,0,0,19,0,0,GOLD,6.455386931483311,0,0,0,1,0,0,0,0,0
19261,1,3,2,31,0,8,0,1,0,21,2,3,PLATINUM,1.6806243943563857,0,0,0,0,0,0,0,1,0
28203,1,0,0,13,2,1,0,3,2,32,0,10,SILVER,-11.478377642763952,0,0,0,0,0,0,0,0,1
1083,0,1,0,21,0,1,1,4,2,43,2,10,BRONZE,-13.595603058731022,1,0,0,0,0,0,0,0,0
14129,1,4,2,38,2,8,0,2,2,43,0,9,BRONZE,-8.21458560042204,1,0,0,0,0,0,0,0,0
23354,1,0,2,45,1,8,0,3,0,23,1,2,BRONZE,10.13647658103661,1,0,0,0,0,0,0,0,0
9161,0,3,0,36,0,3,2,4,5,50,2,11,IRON,-4.846259629555128,0,0,0,0,0,1,0,0,0
28874,1,1,3,47,2,11,0,2,0,30,0,2,SILVER,9.424204384324348,0,0,0,0,0,0,0,0,1
22654,2,4,2,38,0,10,0,2,3,31,1,9,GOLD,2.182240052411643,0,0,0,1,0,0,0,0,0
34059,1,2,2,49,2,10,0,3,0,26,0,8,MASTER,5.832485623154085,0,0,0,0,0,0,1,0,0
2732,0,4,2,48,0,10,0,0,0,21,0,1,SILVER,10.1471184759194,0,0,0,0,0,0,0,0,1
22411,1,4,1,38,2,6,0,0,0,28,0,4,BRONZE,7.213988173842679,1,0,0,0,0,0,0,0,0
14170,0,1,0,18,2,2,1,2,1,37,0,7,SILVER,-10.82819046012223,0,0,0,0,0,0,0,0,1
2894,1,2,3,43,2,11,0,2,0,16,0,2,IRON,12.530281638484176,0,0,0,0,0,1,0,0,0
7172,1,3,3,41,0,11,0,0,0,19,0,2,DIAMOND,6.403465901111261,0,0,1,0,0,0,0,0,0
26124,2,3,2,35,1,10,0,1,0,23,1,3,DIAMOND,6.7283236320570765,0,0,1,0,0,0,0,0,0
25898,0,0,0,34,1,3,0,4,1,41,1,8,BRONZE,-0.2475146172557671,1,0,0,0,0,0,0,0,0
30878,1,0,0,27,0,3,0,5,1,47,2,9,SILVER,-7.098243635944122,0,0,0,0,0,0,0,0,1
8874,1,1,0,50,2,9,3,5,2,57,0,11,BRONZE,2.615845702101943,1,0,0,0,0,0,0,0,0
11004,0,1,2,32,1,8,2,4,1,47,1,6,DIAMOND,-6.759994938748754,0,0,1,0,0,0,0,0,0
11994,0,1,0,16,0,2,1,2,1,26,2,9,SILVER,-8.507208748147107,0,0,0,0,0,0,0,0,1
18864,0,2,0,40,1,5,0,1,0,38,0,5,GOLD,0.2775082721152628,0,0,0,1,0,0,0,0,0
20285,0,0,0,29,1,1,1,4,3,37,1,11,DIAMOND,-2.760967988480424,0,0,1,0,0,0,0,0,0
4397,1,4,1,29,2,7,1,1,0,28,0,7,SILVER,4.776838832762557,0,0,0,0,0,0,0,0,1
8803,0,0,0,15,1,2,0,3,2,39,1,10,PLATINUM,-9.72597581769356,0,0,0,0,0,0,0,1,0
22929,0,2,1,37,0,7,1,2,0,23,2,5,BRONZE,2.4215350006188388,1,0,0,0,0,0,0,0,0
2197,0,1,0,29,1,2,1,3,4,29,1,11,SILVER,-8.717861539420596,0,0,0,0,0,0,0,0,1
33476,1,2,0,31,0,4,1,4,3,42,2,11,SILVER,-2.7924451755879787,0,0,0,0,0,0,0,0,1
5043,2,0,1,38,0,9,0,4,0,31,1,3,IRON,1.6971864771304863,0,0,0,0,0,1,0,0,0
11248,0,2,1,19,0,6,1,1,1,30,2,8,IRON,-12.163520045063308,0,0,0,0,0,1,0,0,0
21712,0,2,0,23,0,4,1,3,3,38,2,10,PLATINUM,-6.329714781948965,0,0,0,0,0,0,0,1,0
29583,1,3,1,42,1,9,1,3,0,29,1,8,SILVER,7.204928057497362,0,0,0,0,0,0,0,0,1
10366,1,3,3,35,2,11,0,1,0,15,0,1,DIAMOND,11.973414892418802,0,0,1,0,0,0,0,0,0
13298,0,3,3,33,2,11,0,0,0,17,0,3,IRON,7.081440944056112,0,0,0,0,0,1,0,0,0
2984,0,2,2,46,1,9,2,3,3,53,0,11,SILVER,-2.4937733236160966,0,0,0,0,0,0,0,0,1
18002,0,1,1,25,1,4,1,4,1,36,1,9,GOLD,-5.167078935010352,0,0,0,1,0,0,0,0,0
8739,1,3,0,50,0,5,1,3,5,43,0,11,SILVER,2.10181508579008,0,0,0,0,0,0,0,0,1
11290,0,1,0,12,0,2,0,3,3,26,2,11,GOLD,-13.46702659735628,0,0,0,1,0,0,0,0,0
7168,0,2,1,31,0,9,0,2,1,28,2,6,SILVER,3.9066446151879433,0,0,0,0,0,0,0,0,1
19098,2,4,3,50,0,11,0,1,0,31,1,3,GOLD,10.13915895718813,0,0,0,1,0,0,0,0,0
24181,0,3,0,31,1,6,0,3,1,40,1,9,IRON,-0.4839364708102849,0,0,0,0,0,1,0,0,0
945,1,3,2,53,1,11,0,1,0,32,0,1,PLATINUM,5.45889258085613,0,0,0,0,0,0,0,1,0
15758,0,4,0,19,2,3,0,0,0,5,0,2,IRON,14.904309719625171,0,0,0,0,0,1,0,0,0
8972,0,0,1,76,0,4,0,0,0,74,0,1,DIAMOND,2.056552286348904,0,0,1,0,0,0,0,0,0
33373,2,3,1,48,2,8,0,3,3,48,0,9,SILVER,0.1224908778622406,0,0,0,0,0,0,0,0,1
32170,0,2,1,55,0,7,2,4,3,51,1,11,BRONZE,-4.226954460716016,1,0,0,0,0,0,0,0,0
27367,0,0,2,75,0,4,0,0,1,63,0,2,SILVER,0.0800353150903916,0,0,0,0,0,0,0,0,1
15740,1,1,3,24,1,11,0,3,0,17,1,1,DIAMOND,8.321779751318559,0,0,1,0,0,0,0,0,0
36222,1,4,2,45,2,9,0,1,0,38,0,4,BRONZE,6.925169044543473,1,0,0,0,0,0,0,0,0
36062,0,2,0,18,0,4,0,1,0,16,1,3,GOLD,-0.5530791737972436,0,0,0,1,0,0,0,0,0
3352,1,3,2,44,0,9,0,2,0,28,2,5,GOLD,6.939816000690406,0,0,0,1,0,0,0,0,0
13555,0,3,1,25,0,8,1,1,0,24,2,3,IRON,-0.0525153838601895,0,0,0,0,0,1,0,0,0
9872,0,0,0,10,1,3,1,4,2,31,1,7,IRON,-11.171131891129749,0,0,0,0,0,1,0,0,0
33661,1,1,2,36,1,7,0,2,0,20,1,3,BRONZE,5.6498015981108765,1,0,0,0,0,0,0,0,0
1557,0,3,3,47,2,11,1,0,1,43,0,7,DIAMOND,-0.3734738191000701,0,0,1,0,0,0,0,0,0
23893,1,3,3,44,2,11,1,2,0,36,0,4,SILVER,8.364647972627502,0,0,0,0,0,0,0,0,1
9202,0,1,0,35,1,4,0,3,3,40,1,11,IRON,-3.102426012720038,0,0,0,0,0,1,0,0,0
11566,0,0,0,13,0,1,1,3,2,29,2,11,DIAMOND,-10.578197694332054,0,0,1,0,0,0,0,0,0
2698,1,2,1,27,2,7,0,2,0,27,0,5,DIAMOND,1.7234517029041712,0,0,1,0,0,0,0,0,0
23264,2,3,3,47,1,11,0,2,0,32,0,2,SILVER,7.8379807614232675,0,0,0,0,0,0,0,0,1
32474,0,1,0,10,0,0,2,3,2,23,2,10,PLATINUM,-12.600595653408584,0,0,0,0,0,0,0,1,0
4051,1,2,2,36,2,10,0,2,0,25,0,2,IRON,3.943322404030681,0,0,0,0,0,1,0,0,0
5293,1,3,0,14,2,6,0,0,0,10,0,2,SILVER,0.3795534765797583,0,0,0,0,0,0,0,0,1
34932,0,0,0,14,1,1,0,3,1,39,1,9,PLATINUM,-14.008773345775069,0,0,0,0,0,0,0,1,0
35965,0,1,1,38,1,8,1,5,3,57,1,10,SILVER,-5.076255933280883,0,0,0,0,0,0,0,0,1
28126,1,4,2,46,0,9,0,0,0,33,1,2,PLATINUM,8.585494827071855,0,0,0,0,0,0,0,1,0
15933,0,2,0,19,0,0,1,2,2,48,1,10,BRONZE,-11.06219889337288,1,0,0,0,0,0,0,0,0
15509,2,1,5,36,2,11,0,4,1,36,0,6,GOLD,4.987034735854508,0,0,0,1,0,0,0,0,0
20475,0,1,0,10,0,3,2,4,4,21,2,11,DIAMOND,-5.198141275266117,0,0,1,0,0,0,0,0,0
19471,1,1,0,28,1,3,0,3,1,40,1,7,GRANDMASTER,-8.208639851044651,0,0,0,0,1,0,0,0,0
19286,2,5,4,49,1,11,0,0,0,44,0,4,GOLD,-1.2377867003098473,0,0,0,1,0,0,0,0,0
25209,0,2,1,38,1,8,1,1,0,19,1,5,SILVER,7.927278919290359,0,0,0,0,0,0,0,0,1
13822,2,2,2,50,1,10,0,2,0,40,1,3,GOLD,8.535433832359779,0,0,0,1,0,0,0,0,0
24460,0,0,0,25,0,1,1,4,3,43,2,11,IRON,-9.19954092161009,0,0,0,0,0,1,0,0,0
20720,1,3,1,39,1,9,0,1,0,22,1,4,BRONZE,10.916642713435344,1,0,0,0,0,0,0,0,0
16435,1,2,4,43,0,11,0,2,0,24,1,3,BRONZE,7.489956895210682,1,0,0,0,0,0,0,0,0
31827,1,5,1,52,2,9,0,0,1,35,0,6,BRONZE,4.073534397569944,1,0,0,0,0,0,0,0,0
28790,1,1,0,50,2,1,0,4,3,45,0,9,GRANDMASTER,1.7228878373405865,0,0,0,0,1,0,0,0,0
7125,0,0,1,58,0,4,0,0,1,73,0,4,GOLD,-1.1597555693223145,0,0,0,1,0,0,0,0,0
24751,0,0,3,64,0,4,0,0,2,76,0,4,SILVER,-1.4372682042959823,0,0,0,0,0,0,0,0,1
11305,0,2,5,38,1,11,1,2,0,40,0,4,GOLD,-5.0024728086985135,0,0,0,1,0,0,0,0,0
35852,1,3,2,43,0,10,0,0,0,23,2,2,CHALLENGER,8.783182767488547,0,1,0,0,0,0,0,0,0
1498,0,1,0,12,1,0,0,2,0,29,1,7,BRONZE,-13.475703387402028,1,0,0,0,0,0,0,0,0
14971,0,3,0,18,0,6,2,3,4,67,2,11,SILVER,-12.9645179209056,0,0,0,0,0,0,0,0,1
27692,1,3,1,32,1,8,0,1,0,19,1,5,GOLD,6.85279121793733,0,0,0,1,0,0,0,0,0
14335,0,1,0,21,1,7,2,3,3,51,1,10,SILVER,-15.474809076606869,0,0,0,0,0,0,0,0,1
24084,1,2,0,28,0,5,1,3,1,44,2,7,DIAMOND,-5.555134897040034,0,0,1,0,0,0,0,0,0
11073,0,2,2,39,1,8,2,3,0,34,1,8,DIAMOND,-0.1949238021181969,0,0,1,0,0,0,0,0,0
23434,2,2,1,45,1,9,0,3,0,38,1,6,BRONZE,3.7333112563596274,1,0,0,0,0,0,0,0,0
33884,2,4,0,49,0,7,1,2,4,59,1,11,IRON,0.5377103596538007,0,0,0,0,0,1,0,0,0
10935,0,3,0,29,1,5,1,0,1,29,1,9,GRANDMASTER,-2.1999621638048765,0,0,0,0,1,0,0,0,0
6714,0,2,0,30,1,4,2,3,4,35,1,10,BRONZE,-2.668211398728829,1,0,0,0,0,0,0,0,0
7053,0,3,0,17,1,2,1,1,2,43,0,11,DIAMOND,-14.864753371745362,0,0,1,0,0,0,0,0,0
10923,0,3,0,34,1,5,2,1,1,40,1,9,GRANDMASTER,-3.836337119308936,0,0,0,0,1,0,0,0,0
19640,0,3,1,53,0,5,2,2,3,40,1,11,SILVER,5.401548233779032,0,0,0,0,0,0,0,0,1
1497,0,4,2,36,0,9,0,0,0,19,2,3,IRON,8.039611531229077,0,0,0,0,0,1,0,0,0
3281,0,1,0,28,0,4,0,3,2,44,2,11,SILVER,-7.971329957187827,0,0,0,0,0,0,0,0,1
27655,0,1,0,18,2,3,1,2,1,24,0,8,DIAMOND,-0.8434050393174601,0,0,1,0,0,0,0,0,0
28566,1,3,1,31,1,8,0,1,1,46,1,7,PLATINUM,-6.565845437319808,0,0,0,0,0,0,0,1,0
2692,0,2,1,30,0,5,0,0,0,17,1,4,IRON,1.8315445785539524,0,0,0,0,0,1,0,0,0
23832,2,4,1,52,1,10,0,0,0,28,1,5,GOLD,10.25172473006591,0,0,0,1,0,0,0,0,0
29880,0,0,0,13,1,1,1,3,0,29,0,6,BRONZE,-9.307400894290822,1,0,0,0,0,0,0,0,0
31866,1,3,1,32,0,6,1,3,0,25,1,4,SILVER,1.846840917384924,0,0,0,0,0,0,0,0,1
3296,0,0,0,22,0,0,1,4,1,51,2,10,GOLD,-10.89500921456058,0,0,0,1,0,0,0,0,0
30469,2,3,3,45,1,11,0,2,0,29,1,3,BRONZE,8.53316119003437,1,0,0,0,0,0,0,0,0
32092,0,1,0,17,1,2,1,2,2,29,1,9,IRON,-8.532161701611269,0,0,0,0,0,1,0,0,0
24288,1,3,1,29,2,8,0,0,0,16,0,1,DIAMOND,9.258370917731476,0,0,1,0,0,0,0,0,0
24119,0,1,0,11,0,0,1,2,2,23,2,11,PLATINUM,-7.949321987220692,0,0,0,0,0,0,0,1,0
24945,0,0,0,26,0,1,1,2,3,42,1,11,IRON,-11.490002707823251,0,0,0,0,0,1,0,0,0
7613,0,0,0,82,0,0,0,0,3,71,0,4,IRON,0.7964833008201708,0,0,0,0,0,1,0,0,0
30636,1,1,0,38,2,5,1,4,3,26,0,11,IRON,-0.5971588431634771,0,0,0,0,0,1,0,0,0
31516,0,1,1,52,0,7,2,5,4,61,1,11,BRONZE,-6.663856793702834,1,0,0,0,0,0,0,0,0
19258,1,3,1,32,1,9,0,1,0,11,1,5,GOLD,15.379662564110433,0,0,0,1,0,0,0,0,0
8755,0,0,2,77,0,4,0,0,2,77,0,4,BRONZE,1.6534048002419013,1,0,0,0,0,0,0,0,0
7202,1,3,4,40,0,11,0,2,0,43,1,3,GOLD,-3.521400005415437,0,0,0,1,0,0,0,0,0
14921,0,0,0,34,0,3,1,5,2,35,1,9,PLATINUM,-2.598777529251798,0,0,0,0,0,0,0,1,0
9418,0,0,0,21,1,3,1,4,0,46,1,4,PLATINUM,-14.502756131506525,0,0,0,0,0,0,0,1,0
35917,0,3,0,20,0,2,1,1,0,34,2,7,PLATINUM,-5.89613321804449,0,0,0,0,0,0,0,1,0
13044,0,3,1,33,2,6,0,1,0,13,0,1,BRONZE,13.022483504415472,1,0,0,0,0,0,0,0,0
5290,1,1,0,39,0,3,0,5,4,43,2,11,IRON,0.8320538396664432,0,0,0,0,0,1,0,0,0
14742,0,4,2,47,1,10,1,1,0,38,0,3,GOLD,5.6062151795951465,0,0,0,1,0,0,0,0,0
30619,2,5,1,30,0,7,1,2,0,31,2,5,PLATINUM,-0.4349454142755107,0,0,0,0,0,0,0,1,0
30167,0,0,0,10,1,0,1,3,2,25,1,10,SILVER,-16.669686442205347,0,0,0,0,0,0,0,0,1
12976,0,0,0,24,0,1,2,4,2,47,2,10,SILVER,-9.850570112693028,0,0,0,0,0,0,0,0,1
35927,0,3,2,31,1,9,0,0,0,26,0,3,IRON,7.884378623094221,0,0,0,0,0,1,0,0,0
13341,0,0,2,76,0,4,0,0,1,83,0,2,SILVER,-1.6780111023790951,0,0,0,0,0,0,0,0,1
4208,1,2,2,49,2,10,0,0,0,23,0,2,DIAMOND,9.741689382386935,0,0,1,0,0,0,0,0,0
25151,1,3,3,49,2,11,0,0,0,18,0,0,DIAMOND,11.65535140177086,0,0,1,0,0,0,0,0,0
31235,0,1,0,27,0,2,1,4,3,30,1,11,IRON,-0.2696613785947761,0,0,0,0,0,1,0,0,0
22245,0,0,0,36,0,6,2,4,2,52,0,10,SILVER,-7.314405947220116,0,0,0,0,0,0,0,0,1
24643,0,4,3,38,1,11,0,1,0,20,1,1,IRON,6.8606145081986085,0,0,0,0,0,1,0,0,0
20582,0,1,0,12,2,4,1,3,4,28,0,10,SILVER,-4.492439167129142,0,0,0,0,0,0,0,0,1
